evid,evid_ref,geophone,mod_arrival_time,corr_coeffs,dt_values,minfreq,maxfreq,grade,grade_new,isol_or_rpt,num_per_family,emergence_s,picktime_SNR,Regolith_Temp_K,Rock_Temp_K,interval_day_number,diurnal_interval,duration_s,PGV,mean_amplitude,theta_mean_lag_deg,theta_sd_lag_deg,theta_mean_snr_deg,theta_sd_snr_deg
760830-10-M8,761226-15-M1,1,1976-08-30 10:30:34.119765,0.961592614730053,0.0340136054421768,3,35,A,AA,repeating,362,4.654763,1976-08-30 10:30:34.153779,204.5536340825778,214.2186016924889,15.156645298368057,sunrise1,600.0,0.0350199418654224,0.0074999865230512,104.43572813937318,0.0034022860535901263,61.833069087225965,0.7366500830050793
760830-10-M9,761226-15-M1,1,1976-08-30 10:35:21.714985,0.9683632197291048,0.1700680272108843,3,35,A,AA,repeating,362,5.486055,1976-08-30 10:35:21.885053,205.0054787498963,214.29106734668147,15.15997552144676,sunrise1,121.200000129749,0.0353136930215987,0.0074665000639747,88.63540056342273,0.5863552748840744,88.5019574133918,0.5069995670906887
760830-11-M1,761226-15-M1,1,1976-08-30 11:01:45.582252,0.963263625551532,0.0170068027210884,3,35,A,AA,repeating,362,5.841497,1976-08-30 11:01:45.599259,207.4395722136,214.68992870226663,15.178305546979168,sunrise1,110.6000001297496,0.0294714098100008,0.0064766911744702,104.93147540064268,0.007046736852751895,65.95721780501677,0.9359649550115363
760830-11-M10,761226-15-M1,1,1976-08-30 11:48:06.731525,0.9195637116300992,0.2295918367346939,3,35,A,AA,repeating,362,6.362246,1976-08-30 11:48:06.961117,211.51533671628147,215.41041983687407,15.210497235150465,sunrise1,196.1000001297448,0.021619600249291,0.0045607343718792,75.4339151830485,9.593421854719487,70.06802100557827,3.2114168404354873
760830-11-M12,761226-15-M1,1,1976-08-30 11:52:41.666542,0.9431931664855278,-0.0680272108843537,3,35,A,AA,repeating,362,5.720069,1976-08-30 11:52:41.598515,211.90649566577773,215.4830929373333,15.213675908738423,sunrise1,133.9000001297483,0.0310121670195543,0.0069646740224509,106.94484031780249,0.023752812050455704,69.40366846957953,0.9519022971062677
760830-11-M13,761226-15-M1,1,1976-08-30 11:57:32.268854,0.9390711524567396,0.1530612244897959,3,35,A,AA,repeating,362,6.444899,1976-08-30 11:57:32.421915,212.320111168,215.560645844,15.2170419203125,sunrise1,151.2000001297473,0.0285607820832837,0.0063335607031214,102.69755424767763,0.07525731574570955,84.21414350354507,4.5242494536522075
760830-11-M2,761226-15-M1,1,1976-08-30 11:07:09.596401,0.9633609943654812,0.0255102040816326,3,35,A,AA,repeating,362,5.628572,1976-08-30 11:07:09.621911,207.9261750075704,214.77456584293333,15.182055809155091,sunrise1,152.30000012974725,0.0272342704717249,0.0059660831563737,89.14209921354447,0.06306740266541323,79.65916325345545,2.2341866937522377
760830-11-M3,761226-15-M1,1,1976-08-30 11:11:59.716213,0.9466019949569902,-0.0680272108843537,3,35,A,AA,repeating,362,4.759184,1976-08-30 11:11:59.648186,208.3601402486815,214.85190618293333,15.18541259474537,sunrise1,211.70000012974387,0.0258509345983837,0.0055151898541884,79.86319488490118,1.5736432095302109,64.57861356120212,0.8163372519605202
760830-11-M4,761226-15-M1,1,1976-08-30 11:17:29.785768,0.9560002422065328,-0.4506802721088436,3,35,A,AA,repeating,362,7.038436,1976-08-30 11:17:29.335088,208.84902479573333,214.9376103184593,15.18922841537037,sunrise1,600.0,0.0263450008794154,0.0053302741559061,87.5822581213048,0.040816864097120376,43.377276503859115,0.2153712790287013
760830-11-M6,761226-15-M1,1,1976-08-30 11:28:33.240749,0.9556602460770272,0.0510204081632653,3,35,A,AA,repeating,362,5.607484,1976-08-30 11:28:33.291769,209.82077916091853,215.10687780506663,15.19691309917824,sunrise1,134.0000001297483,0.0297462131413315,0.006549459455924,104.78071963706745,0.007019825632013315,14.004440862690231,3.4485505529870117
760830-11-M7,761226-15-M1,1,1976-08-30 11:33:09.761177,0.9483777343695596,-0.0255102040816326,3,35,A,AA,repeating,362,6.610545,1976-08-30 11:33:09.735667,210.22213474616296,215.18059617786668,15.20011268133102,sunrise1,600.0,0.0321126722714565,0.0068998559402623,102.50498038293988,0.07642294318547928,92.52961767850897,1.4678668126411223
760830-12-M1,761226-15-M1,1,1976-08-30 12:02:16.628441,0.9273736999528718,0.1785714285714285,3,35,A,AA,repeating,362,7.168028,1976-08-30 12:02:16.807012,212.720516431526,215.63648186986663,15.22033341449074,sunrise1,97.70000012975034,0.0258539043574271,0.0055940045113442,104.78071963706745,0.007019825632013315,74.92672858482554,2.169011802961476
760830-12-M2,761226-15-M1,1,1976-08-30 12:06:51.649210,0.9370694273983582,0.1870748299319728,3,35,A,AA,repeating,362,4.507824,1976-08-30 12:06:51.836285,213.10352015985185,215.7098230093333,15.22351662366898,sunrise1,129.90000012974852,0.0281159186326727,0.0064032810374721,102.72341572371334,0.07355220525580414,77.64095544312298,4.742360428494825
760830-12-M3,761226-15-M1,1,1976-08-30 12:47:24.746939,0.9254738114845312,0.1530612244897959,3,35,C,AA,repeating,362,4.54898,1976-08-30 12:47:24.900000,216.4132,216.36864,15.251677083333332,sunrise1,140.7000001297479,0.0313365074440359,0.0073549530312114,91.71123616872724,0.03225702169387638,43.166291726817384,0.9017235366174697
760830-12-M4,761226-15-M1,1,1976-08-30 12:55:06.355782,0.9129805397020364,0.54421768707483,3,35,C,AA,repeating,362,4.162926,1976-08-30 12:55:06.900000,217.0292,216.49184,15.257024305555554,sunrise1,98.4000001297503,0.0321581896167379,0.0071600785486844,71.01953639859883,0.12043120231289117,76.70630656098051,5.78163244693443
760830-12-N1,761226-15-M1,1,1976-08-30 12:12:07.521429,0.9162390494366598,0.1785714285714285,3,35,D,AA,repeating,362,6.711566,1976-08-30 12:12:07.700000,213.54260888888888,215.79405333333327,15.227172453703703,sunrise1,103.50000012975,0.0277801222016037,0.0059221267801586,102.69732550495912,0.07489391312411679,87.62671162353082,0.3034165055190644
