evid,evid_ref,geophone,mod_arrival_time,corr_coeffs,dt_values,minfreq,maxfreq,grade,grade_new,isol_or_rpt,num_per_family,emergence_s,picktime_SNR,Regolith_Temp_K,Rock_Temp_K,interval_day_number,diurnal_interval,duration_s,PGV,theta_mean_lag_deg,theta_sd_lag_deg,theta_mean_snr_deg,theta_sd_snr_deg,possible_source
761227-21-M1,761227-21-M1,4,1976-12-27 21:02:00.900000,1.0,0.0,3,35,B,AA,isolated,1,2.07279,1976-12-27 21:02:00.900000,299.87910666666664,257.0947777777778,16.384211805555555,sunrise5,31.100000129751784,0.0052226384565812,175.79862070630136,3.9528693778252832,125.12801535904444,0.5356200265897867,geophone_rock
761227-21-M1,761227-21-M1,1,1976-12-27 21:02:01.200000,1.0,0.0,3,35,B,AA,isolated,1,2.699661,1976-12-27 21:02:01.200000,299.87925333333334,257.0948888888889,16.384215277777777,sunrise5,19.60000012975162,0.0026305276693076,175.79862070630136,3.9528693778252832,125.12801535904444,0.5356200265897867,geophone_rock
761227-21-M1,761227-21-M1,2,1976-12-27 21:02:01.900000,1.0,0.0,3,35,B,AA,isolated,1,5.230953,1976-12-27 21:02:01.900000,299.8795955555556,257.09514814814816,16.384223379629628,sunrise5,25.700000129751707,0.0030372064300547,175.79862070630136,3.9528693778252832,125.12801535904444,0.5356200265897867,geophone_rock
761029-17-M2,761029-17-M2,3,1976-10-29 17:06:20.523157,1.0,0.0,3,35,A,AA,isolated,1,0.468028,1976-10-29 17:06:20.523157,297.45833759019257,254.8776011692593,16.400237536539354,sunrise3,23.50000012975168,0.0159283198962039,158.31893101384642,37.791332889833626,176.3995247098297,3.7387608922503848,geophone_rock
761029-17-M2,761029-17-M2,4,1976-10-29 17:06:21.023157,1.0,0.0,3,35,A,AA,isolated,1,1.838776,1976-10-29 17:06:21.023157,297.45858944204446,254.8777863544444,16.40024332357639,sunrise3,36.30000012975186,0.0049948857117966,158.31893101384642,37.791332889833626,176.3995247098297,3.7387608922503848,geophone_rock
761029-17-M2,761029-17-M2,2,1976-10-29 17:06:21.723157,1.0,0.0,3,35,A,AA,isolated,1,4.251021,1976-10-29 17:06:21.723157,297.45894203463706,254.8780456137037,16.40025142542824,sunrise3,24.300000129751687,0.0032864713808724,158.31893101384642,37.791332889833626,176.3995247098297,3.7387608922503848,geophone_rock
761029-17-M2,761029-17-M2,1,1976-10-29 17:06:21.723157,1.0,0.0,3,35,A,AA,isolated,1,1.9466,1976-10-29 17:06:21.723157,297.45894203463706,254.8780456137037,16.40025142542824,sunrise3,23.60000012975168,0.002836258497739,158.31893101384642,37.791332889833626,176.3995247098297,3.7387608922503848,geophone_rock
761128-19-M3,761128-19-M3,4,1976-11-28 19:49:02.500000,1.0,0.0,3,35,C,CC,isolated,1,17.518708,1976-11-28 19:49:02.500000,319.767,273.46622222222226,16.93509837962963,sunrise4,83.50000012975114,0.0069429434615118,-1.0,-1.0,-1.0,-1.0,geophone_rock
761128-19-M3,761128-19-M3,3,1976-11-28 19:49:07.700000,1.0,0.0,3,35,C,CC,isolated,1,3.866327,1976-11-28 19:49:07.700000,319.76908000000003,273.4680711111111,16.935158564814813,sunrise4,56.30000012975214,0.0149430121329599,-1.0,-1.0,-1.0,-1.0,geophone_rock
761128-22-M1,761030-08-M1,3,1976-11-28 22:29:40.053338,0.9262646989585632,0.1530612244897959,3,35,A,AA,repeating,3,1.426191,1976-11-28 22:29:40.206399,323.42266903666666,276.9029622752,17.046645907395835,sunrise4,26.00000012975171,0.0200865077567873,182.9828871443169,13.578275405607236,329.0787696671983,30.714113349002183,unclear
761128-22-M1,761030-08-M1,2,1976-11-28 22:29:41.550617,0.8150753202378502,-0.54421768707483,3,35,A,AA,repeating,3,34.308165,1976-11-28 22:29:41.006399,323.422965332963,276.90324671964447,17.046655166655093,sunrise4,24.60000012975169,0.0060518748831376,182.9828871443169,13.578275405607236,329.0787696671983,30.714113349002183,unclear
761128-22-M1,761030-08-M1,1,1976-11-28 22:29:40.553678,0.8596337004529139,0.5527210884353742,3,35,A,AA,repeating,3,2.031293,1976-11-28 22:29:41.106399,323.42300237,276.9032822752,17.0466563240625,sunrise4,25.000000129751697,0.0062608975137099,182.9828871443169,13.578275405607236,329.0787696671983,30.714113349002183,unclear
761128-22-M1,761030-08-M1,4,1976-11-28 22:29:40.857760,0.8917440986456049,0.348639455782313,3,35,A,AA,repeating,3,0.494219,1976-11-28 22:29:41.206399,323.42303940703704,276.90331783075555,17.046657481469907,sunrise4,25.400000129751703,0.0114778649815507,182.9828871443169,13.578275405607236,329.0787696671983,30.714113349002183,unclear
761030-08-M1,761030-08-M1,3,1976-10-30 08:54:20.931898,1.0,0.0,3,35,A,AA,repeating,3,0.760885,1976-10-30 08:54:20.931898,321.9444192214815,275.42944245262225,17.058575600671297,sunrise3,29.900000129751767,0.0160543420211051,175.4406005267348,12.518325120625276,96.02828451890528,1.4956705585708927,unclear
761030-08-M1,761030-08-M1,1,1976-10-30 08:54:21.431898,1.0,0.0,3,35,A,AA,repeating,3,3.713266,1976-10-30 08:54:21.431898,321.94460440666666,275.4296202304,17.058581387708333,sunrise3,29.900000129751767,0.004446775355757,175.4406005267348,12.518325120625276,96.02828451890528,1.4956705585708927,unclear
761030-08-M1,761030-08-M1,4,1976-10-30 08:54:21.731898,1.0,0.0,3,35,A,AA,repeating,3,0.836736,1976-10-30 08:54:21.731898,321.9447155177777,275.4297268970667,17.058584859930555,sunrise3,45.80000012975199,0.0086399674632941,175.4406005267348,12.518325120625276,96.02828451890528,1.4956705585708927,unclear
761030-08-M1,761030-08-M1,2,1976-10-30 08:54:22.431898,1.0,0.0,3,35,A,AA,repeating,3,2.084014,1976-10-30 08:54:22.431898,321.94497477703703,275.42997578595555,17.058592961782406,sunrise3,31.50000012975179,0.0039143636077564,175.4406005267348,12.518325120625276,96.02828451890528,1.4956705585708927,unclear
760930-21-M4,761030-08-M1,3,1976-09-30 21:00:52.659184,0.9227820704498554,-0.4591836734693878,3,35,C,AA,repeating,3,1.213266,1976-09-30 21:00:52.200000,321.25856,274.64778666666666,17.102166666666665,sunrise2,51.30000012975207,0.0197870425655791,221.89429268370327,57.46512403519407,197.0778666287374,8.828787313980332,geophone_rock
760930-21-M4,761030-08-M1,4,1976-09-30 21:00:53.457483,0.8991365748078033,0.042517006802721,3,35,C,AA,repeating,3,3.110545,1976-09-30 21:00:53.500000,321.25902222222226,274.6482296296296,17.102181712962963,sunrise2,39.000000129751896,0.0093120006937311,221.89429268370327,57.46512403519407,197.0778666287374,8.828787313980332,geophone_rock
760930-21-M4,761030-08-M1,2,1976-09-30 21:00:54.157143,0.8527289653519001,-0.3571428571428571,3,35,C,AA,repeating,3,2.453402,1976-09-30 21:00:53.800000,321.2591288888889,274.6483318518518,17.102185185185185,sunrise2,44.80000012975198,0.0067737309290977,221.89429268370327,57.46512403519407,197.0778666287374,8.828787313980332,geophone_rock
760930-21-M4,761030-08-M1,1,1976-09-30 21:00:53.158163,0.8691464450145863,0.8418367346938777,3,35,C,AA,repeating,3,1.734695,1976-09-30 21:00:54.000000,321.2592,274.6484,17.1021875,sunrise2,37.00000012975187,0.0056456848812236,221.89429268370327,57.46512403519407,197.0778666287374,8.828787313980332,geophone_rock
760930-21-M2,760930-21-M2,3,1976-09-30 21:28:15.801767,1.0,0.0,3,35,A,AA,isolated,1,0.506123,1976-09-30 21:28:15.801767,321.8529517393778,275.21782875023706,17.121189835266204,sunrise2,45.200000129751984,0.0177522619968994,243.70153474303743,40.60139362104748,198.05948966615432,6.312408129386238,unclear
760930-21-M2,760930-21-M2,4,1976-09-30 21:28:16.301767,1.0,0.0,3,35,A,AA,isolated,1,1.451702,1976-09-30 21:28:16.301767,321.8531295171556,275.21799912060743,17.12119562230324,sunrise2,34.30000012975183,0.0060211620115867,243.70153474303743,40.60139362104748,198.05948966615432,6.312408129386238,unclear
760930-21-M2,760930-21-M2,2,1976-09-30 21:28:16.501767,1.0,0.0,3,35,A,AA,isolated,1,1.09864,1976-09-30 21:28:16.501767,321.8532006282667,275.21806726875553,17.121197937118055,sunrise2,91.00000012975072,0.0055149100111014,243.70153474303743,40.60139362104748,198.05948966615432,6.312408129386238,unclear
760930-21-M2,760930-21-M2,1,1976-09-30 21:28:16.601767,1.0,0.0,3,35,A,AA,isolated,1,3.311566,1976-09-30 21:28:16.601767,321.8532361838222,275.21810134282964,17.121199094525462,sunrise2,69.90000012975192,0.005878605648424,243.70153474303743,40.60139362104748,198.05948966615432,6.312408129386238,unclear
761129-01-M1,770225-21-M1,3,1976-11-29 01:21:11.687238,0.9094537893760029,-0.0170068027210884,3,35,A,AA,repeating,3,0.869389,1976-11-29 01:21:11.670231,327.14214941546663,280.5221494154667,17.165760072118058,sunrise4,44.10000012975197,0.0184340925425743,269.81458564686216,10.57725002184741,253.8406336959204,34.20824043073593,unclear
